1	17554
1	17570
1	17548
1	17550
1	17529
1	17547
1	17520
1	17528
2	9173
2	9154
2	9163
2	9136
2	9147
3	15077
3	15079
3	15059
3	15061
3	15053
4	3555
4	3549
4	3551
4	3512
4	3515
5	7684
5	7688
5	7674
5	7681
5	7662
5	7667
5	7653
6	18326
6	18324
6	18325
6	18320
6	18323
7	23137
7	23108
7	23124
7	23105
8	3997
8	4006
8	3984
8	3993
8	3970
9	10360
9	10352
9	10357
9	10322
9	10333
10	16430
10	16426
10	16428
10	16420
10	16423
10	16419
11	19716
11	19706
11	19715
11	19695
11	19704
11	19691
12	15568
12	15570
12	15558
12	15563
12	15547
12	15555
12	15543
13	6451
13	6410
13	6421
13	6404
13	6409
14	18798
14	18780
14	18796
14	18754
14	18756
14	18751
15	12604
15	12594
15	12601
15	12582
16	410
16	419
16	408
16	409
16	406
17	2224
17	2254
17	2214
17	2223
18	15018
18	15019
18	14998
18	15008
19	14327
19	14328
19	14267
19	14326
20	11906
20	11910
20	11881
20	11902
21	20498
21	20492
21	20494
21	20490
21	20491
21	20479
21	20487
22	13534
22	13548
22	13522
22	13524
22	13521
23	10030
23	10033
23	10026
23	10028
23	10001
23	10002
23	9996
23	10000
24	7132
24	7134
24	7124
24	7125
24	7120
24	7123
24	7117
24	7118
25	8477
25	8523
25	8472
25	8476
26	14134
26	14123
26	14128
26	14110
26	14119
26	14108
26	14109
27	1602
27	1555
27	1575
27	1554
28	12926
28	12921
28	12924
28	12909
28	12919
28	12901
29	5663
29	5671
29	5655
29	5661
29	5645
30	16940
30	16968
30	16923
30	16924
31	4200
31	4172
31	4179
31	4170
31	4171
32	3751
32	3741
32	3749
32	3740
33	451
33	452
33	447
33	450
33	444
34	11288
34	11276
34	11287
34	11202
34	11203
35	20095
35	20097
35	20086
35	20087
35	20085
36	8675
36	8678
36	8670
36	8674
36	8668
36	8669
37	10146
37	10121
37	10125
37	10116
37	10120
38	25257
38	25274
38	25253
38	25256
38	25243
38	25252
38	25240
39	18875
39	18862
39	18863
39	18854
39	18859
40	3155
40	3153
40	3154
40	3140
41	18413
41	18387
41	18393
41	18384
42	10605
42	10587
42	10604
42	10581
43	12722
43	12723
43	12697
43	12709
43	12695
44	23338
44	23313
44	23331
44	23289
44	23311
44	23276
44	23278
45	10263
45	10243
45	10247
45	10234
45	10241
45	10220
45	10227
45	10219
46	21545
46	21547
46	21541
46	21542
46	21538
47	13064
47	13059
47	13063
47	13014
47	13048
47	12996
47	13007
48	2612
48	2577
48	2605
48	2576
49	11259
49	11250
49	11255
49	11243
49	11249
49	11225
49	11226
49	11224
50	20890
50	20872
50	20883
50	20871
51	6223
51	6228
51	6215
51	6216
51	6214
52	20699
52	20685
52	20690
52	20662
52	20663
52	20653
52	20656
53	1192
53	1172
53	1189
53	1171
54	4918
54	4923
54	4898
54	4913
54	4893
54	4897
54	4866
55	2398
55	2401
55	2359
55	2370
56	770
56	773
56	761
56	762
57	19876
57	19879
57	19867
57	19871
58	142
58	149
58	136
58	141
59	7496
59	7499
59	7487
59	7488
59	7480
59	7485
60	15646
60	15654
60	15644
60	15645
60	15635
60	15636
61	6649
61	6709
61	6607
61	6635
61	6590
61	6597
62	4302
62	4281
62	4300
62	4261
62	4268
63	1325
63	1331
63	1312
63	1320
63	1302
64	4654
64	4689
64	4644
64	4646
65	7175
65	7165
65	7166
65	7154
65	7163
66	17558
66	17559
66	17526
66	17549
66	17517
