1	3329
1	3349
1	2961
1	2962
1	2958
1	2960
1	2757
1	2957
2	3511
2	3550
2	3509
2	3510
2	3507
2	3508
2	3224
2	3225
3	3333
3	3335
3	3184
3	3203
3	2740
3	3183
3	2738
3	2739
4	3409
4	3411
4	3319
4	3321
4	3058
4	3318
4	2797
4	3055
5	3577
5	3647
5	3471
5	3472
5	3393
5	3470
5	3391
5	3392
6	3476
6	3477
6	3474
6	3475
6	3457
6	3473
6	3388
6	3389
7	3222
7	3261
7	3220
7	3221
7	3101
7	3102
7	3098
7	3100
8	3413
8	3414
8	3231
8	3264
8	3034
8	3036
8	2712
8	3032
9	3599
9	3650
9	3575
9	3576
9	3573
9	3574
9	3379
9	3380
10	3594
10	3595
10	3448
10	3593
10	3446
10	3447
10	3444
10	3445
11	3116
11	3117
11	3037
11	3041
11	2773
11	2775
11	2771
11	2772
12	3440
12	3460
12	3171
12	3172
12	2728
12	3170
12	2724
12	2727
13	3371
13	3373
13	3278
13	3279
13	3000
13	3276
13	2867
13	2999
14	3531
14	3532
14	3387
14	3530
14	3013
14	3015
14	2874
14	3011
15	3428
15	3624
15	3426
15	3427
15	3127
15	3128
15	2822
15	3126
16	2886
16	2784
16	2885
16	2662
16	2719
17	3654
17	3179
17	3205
17	3125
17	3178
17	2796
17	3124
17	2795
18	3619
18	3620
18	3459
18	3592
18	3118
18	3458
18	2555
19	3540
19	3653
19	3372
19	3374
19	2982
19	2983
19	2708
19	2981
20	3252
20	3253
20	3200
20	3201
20	3113
20	3114
20	2933
20	2934
21	3246
21	3243
21	3244
21	3016
21	3017
21	2754
21	2755
22	3494
22	3492
22	3493
22	3212
22	3491
22	3070
22	3210
22	3068
23	3356
23	3354
23	3355
23	3351
23	3352
23	2997
23	2998
23	2762
24	3497
24	3430
24	3431
24	3030
24	3429
24	3028
24	3029
24	2660
25	3646
25	3597
25	3598
25	3365
25	3596
25	3363
25	3364
25	3159
26	3652
26	3601
26	3651
26	3382
26	3383
26	3378
26	3381
26	2884
27	3641
27	3639
27	3640
27	3637
27	3638
27	3500
27	3615
27	3262
28	3519
28	3517
28	3518
28	3480
28	3481
28	3478
28	3479
28	3353
29	3502
29	3486
29	3487
29	3310
29	3485
29	3307
29	3309
29	3306
30	3589
30	3587
30	3588
30	3360
30	3361
30	2972
30	2973
30	2968
31	3554
31	3326
31	3327
31	3324
31	3325
31	2996
31	3322
31	2730
32	3369
32	3280
32	3282
32	3161
32	3162
32	3157
32	3160
32	2889
33	3251
33	3219
33	3250
33	3216
33	3218
33	3026
33	3027
33	2832
34	2936
34	3084
34	2778
34	2935
34	2537
34	2777
34	2536
35	3581
35	3582
35	3559
35	3580
35	2969
35	2971
35	2790
35	2791
36	3437
36	3438
36	3208
36	3436
36	3121
36	3122
36	2667
36	2669
37	3564
37	3566
37	3523
37	3524
37	3482
37	3522
37	3340
37	3344
38	3417
38	3418
38	3367
38	3416
38	3165
38	3166
38	2741
38	2744
39	3606
39	3607
39	3568
39	3605
39	3190
39	3567
39	2517
39	3189
40	3572
40	3611
40	3570
40	3571
40	3528
40	3529
40	2862
40	3527
41	3396
41	3397
41	3348
41	3350
41	2820
41	2821
41	2818
41	2819
42	3609
42	3610
42	3515
42	3608
42	3296
42	3514
42	2799
42	3110
43	3542
43	3555
43	3537
43	3538
43	3403
43	3407
43	2812
43	3402
44	3214
44	3215
44	2993
44	2994
44	2991
44	2992
44	2760
44	2990
45	3466
45	3464
45	3465
45	3107
45	3463
45	2860
45	3106
46	3633
46	3631
46	3632
46	3301
46	3302
46	3108
46	3109
46	2854
47	3338
47	3077
47	3337
47	3075
47	3076
47	2899
47	3074
47	2897
48	2831
48	2924
48	2682
48	2830
48	2675
48	2676
48	2674
49	3552
49	3553
49	3525
49	3526
49	3516
49	3520
49	2859
49	3031
50	3451
50	3452
50	3449
50	3450
50	3442
50	3443
50	2694
50	3441
51	3635
51	3636
51	3536
51	3634
51	3533
51	3534
51	3454
51	3455
52	3630
52	3561
52	3562
52	3153
52	3560
52	2937
52	3149
53	3549
53	3346
53	3548
53	2987
53	2988
53	2985
53	2986
53	2653
54	3602
54	3603
54	3558
54	3579
54	3412
54	3557
54	2939
55	3341
55	3345
55	3147
55	3148
55	2827
55	3145
55	2824
55	2825
56	3484
56	3265
56	3483
56	2880
56	3005
57	3645
57	3586
57	3644
57	3584
57	3585
57	3271
57	3583
57	3270
58	3545
58	3543
58	3544
58	3501
58	3503
58	3093
58	3094
58	2941
59	3498
59	3495
59	3496
59	3385
59	3386
59	2942
60	3401
60	3283
60	3400
60	3274
60	3275
60	2949
60	3272
60	2948
61	3656
61	3657
61	2766
61	3080
61	2765
62	3197
62	3104
62	3195
62	2707
62	2964
62	2704
62	2706
63	3505
63	3506
63	3292
63	3504
63	3087
63	3089
63	2686
64	3617
64	3618
64	3263
64	3616
64	2599
64	3260
65	3054
65	3229
65	3052
65	3053
65	2944
65	2947
66	3655
66	3023
66	3207
66	3020
66	3021
67	3405
67	3141
67	3240
67	3139
67	3140
67	2915
67	2916
67	2914
68	3269
68	3273
68	3155
68	3156
68	2840
68	3154
68	2839
69	3175
69	3317
69	3123
69	3174
70	2748
70	2752
70	2735
70	2736
70	2480
70	2661
71	3643
71	3541
71	3642
71	3513
71	3539
71	2926
71	3512
72	3627
72	3604
72	3626
72	3193
72	3456
72	2863
73	3600
73	2912
73	3045
73	2910
74	3546
74	3547
74	3069
74	3268
74	2714
74	3067
74	2711
75	3628
75	3629
75	3303
75	3614
75	3131
75	3132
75	2929
75	3130
76	3435
76	3565
76	3199
76	3434
76	3062
76	3064
76	2907
76	3060
77	3490
77	3488
77	3489
77	2729
77	3377
78	3623
78	3625
78	3390
78	3622
78	2940
79	3648
79	3649
79	3453
79	3499
79	2896
79	3099
80	3468
80	3469
80	3462
80	3467
80	2710
